id; variant; power; real_weight; official_weight; options; start_date; model_id
1000;ABARTH 124 SPIDER 1,4T;170;1136;1060;;2017-01-01;100
101000;695 BIPOSTO;190;1061;997;B.CRABOT - VITRES POLY - FULL OPTIONS;2015-01-01;10100
102000;500C ABARTH BVA;140;1158;1097;;2013-01-01;10200
102001;500C ABARTH BVM;140;1140;1085;;2010-01-01;10200
102002;500C COMPETIZIONE 595;160;1168;1090;BA;2014-01-01;10200
103000;500;140;1106;1035;;2013-01-01;10300
103001;500 595;145;1134;1035;;2017-01-01;10300
103002;500 COMPETIZIONE 595;160;1122;1035;;2014-01-01;10300
103003;500 COMPETIZIONE 595 BVM;180;1110;1035;;2015-01-01;10300
103004;500 COMPETIZIONE 595 PACK PERF;180;1115;1045;PONT AUTOBLOQUANT - BAQUETS SABELT;2018-01-01;10300
103005;500 ESSEESSSE;160;1124;1035;;2009-01-01;10300
2000;STELVIO 2,0 TURBO Q4;280;1756;1660;20"";2017-01-01;200
2001;STELVIO 2,2D Q4 LUSSO;210;1782;1584;;2018-01-01;200
201000;SPIDER 2,0 TS;155;1400;1350;;2001-01-01;20100
201001;SPIDER V6 3,0 12V;192;1436;1420;;2001-01-01;20100
202000;RZ V6 3,0;210;1325;1260;;1993-01-01;20200
203000;MITO 1,4 MULTIAIR;135;1220;1135;;2013-01-01;20300
203001;MITO 1,4 T JET;155;1260;1175;;2010-01-01;20300
203002;MITO QV;170;1255;1145;;2013-01-01;20300
203003;MITO QV 1,4T BVA;170;1276;1170;;2015-01-01;20300
204000;GUILIETTA 2,0 JTDm EXCLUSIVE TCT;170;1494;1340;;2014-01-01;20400
204001;GUILIETTA 2,0 JTDm EXCLUSIVE TCT;175;1490;1335;;2015-01-01;20400
204002;GUILIETTA QV BVA;240;1465;1395;BOITE AUTO;2014-01-01;20400
205000;GTV V6 2,0 T;200;1422;1430;;1996-01-01;20500
205001;GTV V6 24S;220;1430;1415;;2000-01-01;20500
206000;GIULIETTA QV BVM;235;1436;1395;;2013-01-01;20600
207000;GIULIA 2,0 TB LUSSO;200;1614;1429;;2017-01-01;20700
207001;GIULIA 2,2D Q4 VELOCE;210;1650;1535;BOITE AUTO;2017-01-01;20700
207002;GIULIA QV V6 3,0TT;510;1700;1524;BOITE AUTO - CERAMIQUES-BAQUETS CARBONE;2017-01-01;20700
207003;GIULIA QV V6 3,0TT;510;1673;1505;BOITE MANUELLE-CERAMIQUES-BAQUETS CARBONE;2017-01-01;20700
207004;GIULIA VELOCE Q4;280;1628;1530;;2018-01-01;20700
208000;BRERA 2,2 JTS;185;1620;1470;;2010-01-01;20800
208001;BRERA 3,2 V6 Q4;260;1780;1630;;2008-01-01;20800
208002;BRERA SPIDER 2,2JTS BM;185;1657;1530;TRACTION;2007-01-01;20800
208003;BRERA SPIDER 3,2 V6 Q4;260;1830;1690;;2009-01-01;20800
209000;ALFETTA GTV6 2,5;160;1215;1210;;1985-01-01;20900
2010000;ALFASUD 1,3 Ti;86;920;895;;1983-01-01;201000
2010001;ALFASUD SPRINT 1,7QV;118;930;915;;1988-01-01;201000
2011000;90 2,5 V6;156;1230;1170;;1984-01-01;201100
2012000;75 TURBO 1,8;155;1160;1130;;1986-01-01;201200
2012001;75 V6 3,0 AMERICA;188;1300;1250;;1987-01-01;201200
2013000;4C;240;1016;895;18-19"" CLIM RADIO;2014-01-01;201300
2014000;33 S 16V PERMANENT 4;137;1070;1065;;1991-01-01;201400
2015000;GT 3,2 V6 24V;240;1427;1410;;2003-01-01;201500
2015001;GTV 3,2 V6;240;1416;1445;;2003-01-01;201500
2016000;BERLINE 1750;118;1120;1080;;1971-01-01;201600
2016001;BRERA 1750 Tbi;200;1605;1430;TOIT PANORAMIQUE - 19"";2010-01-01;201600
2017000;166 3,0 24V;226;1617;1510;;2002-01-01;201700
2017001;166 3,2L V6;240;1620;1540;;2004-01-01;201700
2018000;164 3,0 24V;210;1510;1434;;1993-01-01;201800
2018001;164 3,0 QV;200;1450;1430;;1990-01-01;201800
2018002;164 3,0 V6;184;1390;1350;;1991-01-01;201800
2018003;164 V6 2,0 TURBO;210;1450;1430;;1991-01-01;201800
2019000;159 1750;200;1590;1430;;2010-01-01;201900
2019001;159 STATION WAGON V6 3,2L Q4;260;1814;1730;QUATTRO;2006-01-01;201900
2020000;156 2,5 V6 24V BERLINE;192;1367;1320;;2002-01-01;202000
2020001;156 GTA;250;1438;1410;;2004-01-01;202000
2020002;156 GTA SW;250;1513;1460;;2002-01-01;202000
2021000;155 2,0 TWINSPARK;150;1264;1300;;1995-01-01;202100
2021001;155 Q4;190;1425;1390;;1993-01-01;202100
3000;D5 BITURBO F10 6L;350;1930;1865;;2012-01-01;300
301000;D3 BERLINE E90;200;1492;1460;;2006-01-01;30100
301001;D3 BITURBO COUPE E92;214;1575;1555;;2009-01-01;30100
301002;D3 BITURBO XDRIVE TOURING;350;1850;1725;;2013-01-01;30100
302000;C2 2,5L;185;1188;1130;;1985-01-01;30200
302001;C2 2,7L;210;1190;1160;;1986-01-01;30200
303000;B3S BITURBO BREAK ALLRAD;440;1854;1770;AWD TOIT PANORAMIQUE;2018-01-01;30300
303001;B3S BITURBO E92;400;1627;1560;;2010-01-01;30300
303002;B5 BITURBO TOURING ALLRAD;608;2128;2045;;2018-01-01;30300
304000;B9 3,5L;245;1354;1374;;1985-01-01;30400
305000;B7 BITURBO E24;330;1535;1515;;1986-01-01;30500
305001;B7 BITURBO E28;300;1447;1400;;1985-01-01;30500
305002;B7 BITURBO E28;330;1560;1410;;1988-01-01;30500
305003;B7 BITURBO V8 4,4;507;2104;2040;;2010-01-01;30500
305004;B7 BITURBO V8 4,4;608;2127;2035;TOE - ALLROAD;2016-01-01;30500
305005;B7 V8 4,4 K;500;2051;1970;TOE - 21"";2004-01-01;30500
306000;B6S 3,5L;261;1300;1270;;1988-01-01;30600
307000;B6 2,8 E30;210;1230;1220;;1985-01-01;30700
307001;B6 BITURBO COUPE 50eme ANNIV;600;1948;1870;;2015-01-01;30700
307002;B6 BITURBO V8;540;1967;1950;;2012-01-01;30700
308000;B5S V8 4,4L;530;1883;1720;;2008-01-01;30800
309000;B5 BITURBO V8 4,4;507;1992;1920;;2011-01-01;30900
309001;B5 BITURBO V8 4,4;540;2000;1920;;2012-01-01;30900
309002;B5 V8 4,4L KOMPRESSOR;500;1813;1720;TOE;2005-01-01;30900
3010000;B3 3,2L E36 BERLINE BM;265;1460;1330;;1996-01-01;301000
3010001;B3 3,3L E46 BERLINE;280;1495;1450;;1999-01-01;301000
3010002;B3 BITURBO BREAK ALLRAD;410;1841;1670;AWD;2013-01-01;301000
3010003;B3 BITURBO E90;360;1618;1570;TOE;2007-01-01;301000
3010004;B3 BITURBO E91 BREAK;360;1697;1640;TOE;2009-01-01;301000
3010005;B3 BITURBO F30;410;1677;1535;;2014-01-01;301000
3010006;B3 GT3 E92;408;1586;1535;;2012-01-01;301000
3011000;B12 V12 5,0L E32;350;1875;1855;;1989-01-01;301100
3011001;B12 V12 6,0L;430;2112;2010;;1999-01-01;301100
3012000;B10 BITURBO E34 3,4L;360;1765;1695;;1990-01-01;301200
3012001;B10 E39 V8 4,6L;340;1734;1660;;1997-01-01;301200
4000;TT-RS;340;1474;1450;BAQUETS;2010-01-01;400
4001;TT-RS;400;1469;1440;CERAMIQUES (ACIER 1498KG);2017-01-01;400
4002;TT-RS PLUS ROADSTER BM;360;1562;1510;;2012-01-01;400
4003;TT-RS PLUS ROADSTER S-TRONIC;360;1577;1535;;2013-01-01;400
4004;TT-RS PLUS S-TRONIC;360;1537;1475;BAQUETS F1;2010-01-01;400
4005;TT-RS ROADSTER BM;340;1606;1510;18"";2010-01-01;400
4006;TT-RS ROADSTER STRONIC;400;1570;1530;ACIER ;2017-01-01;400
4007;TT-RS S-TRONIC;340;1524;1475;;2010-01-01;400
4008;TT-RS SPORTEC;420;1436;1450;RECARO POLE POS - SIEGES AR SUP - RS4 BRAKE 20"";2009-01-01;400
401000;TT 1,8;180;1285;1205;;1999-01-01;40100
401001;TT 1,8 ROADSTER;150;1367;1340;;2004-01-01;40100
401002;TT 1,8 ROADSTER;180;1372;1340;;2002-01-01;40100
401003;TT MK2 2,0 TDI QUATTRO BM;177;1412;1370;;2014-01-01;40100
401004;TT MK3 1,8L TFSI;180;1357;1230;;2017-01-01;40100
401005;TT MK3 2,0 TDI ULTRA BVM;184;1336;1265;;2015-01-01;40100
401006;TT MK3 2,0 TFSi QUATTRO STRONIC S-LINE;230;1415;1335;;2015-01-01;40100
401007;TT MK3 2,0 TFSi S-LINE BM;230;1339;1230;BM;2015-01-01;40100
401008;TT MK3 ROADSTER 2,0 TFSi;230;1494;1425;;2016-01-01;40100
401009;TT QUATTRO;225;1525;1475;;2003-01-01;40100
4010010;TT QUATTRO 1,8;225;1463;1395;;2003-01-01;40100
4010011;TT QUATTRO ROADSTER V6 3,2L BM;250;1518;1470;;2007-01-01;40100
4010012;TT QUATTRO ROADSTER V6 3,2L DSG;250;1566;1520;;2004-01-01;40100
4010013;TT QUATTRO SPORT 1,8T;240;1415;1390;BAQUETS;2005-01-01;40100
4010014;TT ROADSTER MK3 2,0 TDI ULTRA BVM;184;1432;1360;;2017-01-01;40100
4010015;TT TFSI;160;1270;1240;;2013-01-01;40100
4010016;TT TFSI;160;1365;1285;;2013-01-01;40100
4010017;TT TFSi 2,0 COUPE;200;1280;1260;;2010-01-01;40100
4010018;TT TFSi 2,0 ROADSTER;200;1360;1295;;2010-01-01;40100
4010019;TT TFSi 2,0 ROADSTER;211;1382;1295;;2011-01-01;40100
402000;SQ7 Tdi V8 KTT;435;2418;2270;CERAMIQUES;2016-01-01;40200
403000;SQ5 3,0 TFSi QUATTRO;354;1985;1875;;2017-01-01;40300
403001;SQ5 V6 TT 3,0D;313;1920;1856;;2015-01-01;40300
404000;SPORT QUATTRO;306;1335;1300;;1983-01-01;40400
405000;S8 D3 V10;450;2025;1940;;2007-01-01;40500
405001;S8 D4 V8TT;520;2071;1975;CERAMIQUES;2013-01-01;40500
405002;S8 PLUS D4 V8 4,0L;605;2093;1990;CERAMIQUES;2017-01-01;40500
405003;S8 V8 4,2 BVA;360;1789;1730;;2000-01-01;40500
405004;S8 V8 4,2L;340;1816;1750;;1998-01-01;40500
406000;S7 V8TT;420;2033;1945;CERAMIQUE TOE;2012-01-01;40600
406001;S7 V8TT;450;1991;1955;CERAMIQUES;2014-01-01;40600
407000;S6 C5 V8;340;1815;1760;;1999-01-01;40700
407001;S6 C6 AVANT V10 5,2;435;2090;1970;;2010-01-01;40700
407002;S6 C6 BERLINE V10 5,2;435;1992;1910;;2006-01-01;40700
407003;S6 C7 BERLINE V8TT;450;1952;1895;CERAMIQUES;2016-01-01;40700
407004;S6 C7 V8TT;420;2003;1970;;2012-01-01;40700
407005;S6 PLUS BERLINE V8 4,2L;326;1707;1695;;1996-01-01;40700
408000;S5 CABRIOLET 3,0 TFSi DSG;330;1933;1875;18"";2010-01-01;40800
408001;S5 COUPE V8;354;1722;1640;35kg BA;2009-01-01;40800
408002;S5 COUPE V8;354;1740;1675;;2009-01-01;40800
408003;S5 II CABRIOLET V6T BA;354;1914;1840;18"";2017-01-01;40800
408004;S5 II COUPE V6T BA;354;1708;1615;;2017-01-01;40800
408005;S5 II SPORTBACK COUPE V6T BA;354;1750;1660;18"";2017-01-01;40800
408006;S5 SPORTBACK 3,0 TFSi STRONIC;333;1807;1755;STRONIC 18"";2011-01-01;40800
408007;S5 SPORTBACK 3,0 TFSi STRONIC;333;1832;1755;STRONIC TOE 20"";2011-01-01;40800
409000;S4 100 BERLINE V8 4,2L;280;1714;1680;;1993-01-01;40900
409001;S4 B5 V6TT;265;1591;1510;;1998-01-01;40900
409002;S4 B6 V8 4,2 BVM AVANT;344;1791;1720;TOE;2004-01-01;40900
409003;S4 B6 V8 4,2 BVM BERLINE;344;1730;1660;;2003-01-01;40900
409004;S4 B7 AVANT V8 4,2L;344;1766;1720;;2007-01-01;40900
409005;S4 B8 PHASE2 TFSI V6K BERLINE S-TRONIC;333;1792;1705;18"";2013-01-01;40900
409006;S4 B8 TFSI V6K AVANT S-TRONIC;333;1870;1750;;2009-01-01;40900
409007;S4 B8 TFSI V6K BERLINE;333;1770;1650;;2010-01-01;40900
409008;S4 B9 AVANT 3,0 V6 TFSi STRONIC;354;1788;1675;18"";2017-01-01;40900
409009;S4 CABRIOLET B6 V8;344;1900;1855;;2004-01-01;40900
4010000;S3 2,0 TFSi;300;1470;1375;18"";2013-01-01;401000
4010001;S3 2,0 TFSi STRONIC;300;1485;1395;STRONIC 18"";2014-01-01;401000
4010002;S3 2,0 TFSi STRONIC;310;1502;1430;;2017-01-01;401000
4010003;S3 8L;210;1455;1420;;1999-01-01;401000
4010004;S3 8L;225;1467;1420;SANS TOE;2002-01-01;401000
4010005;S3 8P;265;1528;1455;;2009-01-01;401000
4010006;S3 BERLINE BVM;300;1519;1430;18"";2014-01-01;401000
4010007;S3 BERLINE S TRONIC;310;1551;1450;;2016-01-01;401000
4010008;S3 CABRIOLET 2,0 TFSi S TRONIC;300;1675;1545;;2014-01-01;401000
4010009;S3 SPORTBACK 2,0 TFSi STRONIC;310;1538;1465;;2017-01-01;401000
40100010;S3 SPORTBACK BM;265;1546;1495;BAQUETS F1;2009-01-01;401000
40100011;S3 SPORTBACK BM;300;1507;1425;;2013-01-01;401000
40100012;S3 SPORTEC RS400 2,0 TFSi STRONIC;400;1490;1395;19"";2014-01-01;401000
4011000;S2 COUPE 5CYL 2,2L;220;1474;1420;;1990-01-01;401100
4011001;S2 COUPE 5CYL 2,2L;230;1496;1420;;1992-01-01;401100
4012000;S1 QUATTRO 3 PORTES BVM;231;1363;1315;;2014-01-01;401200
4012001;S1 SPORTBACK QUATTRO BVM;231;1381;1340;;2015-01-01;401200
4013000;RSQ3 5CYL 2,5;310;1716;1655;;2014-01-01;401300
4013001;RSQ3 PERFORMANCE 5CYL 2,5;367;1712;1655;;2016-01-01;401300
4014000;RS7;560;2052;1995;21"";2014-01-01;401400
4014001;RS7 SPORTBACH PERFORMANCE;605;2030;1930;;2016-01-01;401400
4015000;RS6 C5 V8TT;450;1912;1840;;2003-01-01;401500
4015001;RS6 C5 V8TT;450;1977;1865;TOE;2003-01-01;401500
4015002;RS6 C6 AVANT V10TT;580;2090;2025;CERAMIQUES ;2010-01-01;401500
4015003;RS6 C6 AVANT V10TT;580;2114;2025;ACIER 19;2010-01-01;401500
4015004;RS6 C6 R MTM V10TT;702;2113;2025;21"" DISQUES 405MM;2011-01-01;401500
4015005;RS6 C6 V10TT BERLINE;0;2058;1985;CERAMIQUES PAS TOE;2011-01-01;401500
4015006;RS6 C7 AVANT V8TT;560;1935;1920;;2013-01-01;401500
4015007;RS6 C7 PERFORMANCE;605;2027;1950;21"" CERAMIQUES;2017-01-01;401500
4015008;RS6 PLUS V8TT;480;1991;1865;;2004-01-01;401500
4016000;RS5 MK1;450;1780;1725;CERAMIQUE 20"" - BAQUETS F1;2011-01-01;401600
4016001;RS5 MK2;450;1777;1725;CERAMIQUE 20"" (1803KG ACIER-SIEGES NORMAUX);2013-01-01;401600
4016002;RS5 MK2 CABRIOLET;450;1981;1920;19"" CERAMIQUES;2015-01-01;401600
4016003;RS5 MK2 CABRIOLET;450;2024;1920;20"";2015-01-01;401600
4016004;RS5 V6 BITURBO;450;1751;1655;CERAMIQUES - TOIT CARBONE;2017-01-01;401600
4017000;RS4 B5 AVANT;380;1677;1620;;2001-01-01;401700
4017001;RS4 B7 AVANT;420;1771;1710;CERAMIQUE Recaro F1 - PAS TOE - 19"";2007-01-01;401700
4017002;RS4 B7 AVANT;420;1790;1710;CERAMIQUE Recaro F1 - TOE - 19"";2007-01-01;401700
4017003;RS4 B7 AVANT;420;1816;1710;ACIER JA 18"" Recaro F1;2007-01-01;401700
4017004;RS4 B7 CABRIOLET;420;1883;1845;CERAMIQUES - SIEGES CONFORT(+14kg BAQUETS.F1);2007-01-01;401700
4017005;RS4 B7 berline;420;1728;1650;CERAMIQUES - Recaro F1 (-14kg R/confort);2006-01-01;401700
4017006;RS4 B8 AVANT;450;1867;1795;CERAMIQUE - BAQUETS F1;2013-01-01;401700
4017007;RS4 B9 AVANT V6TT;450;1808;1715;CERAMIQUE;2019-01-01;401700
4018000;RS3 BERLINE S-TRONIC;400;1540;1515;CERAMIQUES (ACIER 1576kg);2017-01-01;401800
4018001;RS3 S-TRONIC;340;1627;1575;;2012-01-01;401800
4018002;RS3 S-TRONIC;367;1629;1520;TOIT PANORAMIQUE - ACIER;2016-01-01;401800
4018003;RS3 S-TRONIC;367;1605;1520;ACIER;2016-01-01;401800
4018004;RS3 S-TRONIC;400;1559;1494;CERAMIQUES (1582KG ACIER);2017-01-01;401800
4019000;RS2 AVANT;315;1630;1595;;1994-01-01;401900
4020000;R8 GT V10 R-TRONIC;560;1573;1525;CERAMIQUE - BAQUETS - HARNAIS;0001-01-01;402000
4020001;R8 GT V10 SPYDER R-TRONIC;560;1698;1640;;0001-01-01;402000
4020002;R8 II RWS STRONIC;540;1633;1590;CERAMIQUE - PROPULSION;2018-01-01;402000
4020003;R8 II V10 PLUS SPYDER;610;1755;1720;CERAMIQUE;2017-01-01;402000
4020004;R8 II V10 PLUS STRONIC;610;1657;1555;CERAMIQUE;2015-01-01;402000
4020005;R8 II V10 SPYDER;540;1774;1720;CERAMIQUE;2017-01-01;402000
4020006;R8 II V10 STRONIC;540;1669;1640;CERAMIQUE;2016-01-01;402000
4020007;R8 V10 BM;525;1647;1620;CERAMIQUES - BAQUETS F1;2009-01-01;402000
4020008;R8 V10 LMX S-TRONIC;570;1674;1595;CERAMIQUES - BAQUETS F1;2014-01-01;402000
4020009;R8 V10 PLUS S-TRONIC;550;1665;1595;CERAMIQUES - BAQUETS F1;2015-01-01;402000
40200010;R8 V10 R TRONIC;525;1686;1620;CERAMIQUES - SIEGES CONFORT;2009-01-01;402000
40200011;R8 V10 SPYDER BM;525;1758;1720;CERAMIQUE - BAQUETS F1;2010-01-01;402000
40200012;R8 V10 SPYDER R-TRONIC;525;1788;1720;CERAMIQUE -BAQUETS F1;2010-01-01;402000
40200013;R8 V8 BM;420;1595;1560;CERAMIQUES - BAQUETS F1;2007-01-01;402000
40200014;R8 V8 BM;420;1620;1560;ACIER - SIEGES CONFORT;2007-01-01;402000
40200015;R8 V8 R-TRONIC;420;1637;1565;freins acier;2008-01-01;402000
40200016;R8 V8 S-STRONIC;430;1666;1585;freins acier;2014-01-01;402000
4021000;QUATTRO TURBO;200;1325;1290;;1984-01-01;402100
4022000;Q8 50 TDI QUATTRO;286;2301;2145;;2018-01-01;402200
4023000;Q7 3,0 TDI E-TRON S-LINE;373;2661;2445;;2018-01-01;402300
4023001;Q7 V12 6,0 TDI;500;2706;2605;;2010-01-01;402300
4023002;Q7 V8 4,2 FSI;350;2445;2390;;2009-01-01;402300
4023003;Q7 V8 4,2 TDI;326;2511;2420;;2008-01-01;402300
4023004;Q7 V8 4,2 TDI 340 AMB LUXE;0;2617;2515;;2011-01-01;402300
4024000;CABRIOLET 2,8 V6;174;1448;0;;1997-01-01;402400
4025000;A8 3,0 TDI;258;2030;1840;;2014-01-01;402500
4025001;A8 3,3 TDI V8;225;1912;1860;;2002-01-01;402500
4025002;A8 4,2 TDI LIMOUSINE;385;2242;2095;;2016-01-01;402500
4025003;A8 50 Tdi QUATTRO V6 3,0T;286;2034;1900;;2018-01-01;402500
4025004;A8 L W12;450;2068;1995;;2004-01-01;402500
4025005;A8 V8 4,2L Tdi;385;2170;1995;;2016-01-01;402500
4025006;A8 V8 4,2L V8;300;1830;1750;;1992-01-01;402500
4025007;A8 W12 6,0L;420;2059;1980;;2002-01-01;402500
4026000;A7 SPORTBACK 55 TFSI QUATTRO;340;1963;1890;;2018-01-01;402600
4026001;A7 SPORTBACK V6 Tdi 3,0L SLINE QUATTRO STRONIC;272;1995;1905;;2014-01-01;402600
4027000;A6 4,2L V8 QUATTRO;300;1830;1730;;1999-01-01;402700
4027001;A6 50 TDI QUATTRO;286;2035;1825;20"";2018-01-01;402700
4027002;A6 ALLROAD V6 2,7T;250;1884;1835;BA;2002-01-01;402700
4027003;A6 C7 3,0 Tdi QUATTRO COMPETITION BERLINE;326;1986;1875;;2016-01-01;402700
4027004;A6 V6 Tdi 3,0L SLINE QUATTRO STRONIC;272;1922;1770;;2017-01-01;402700
4028000;A5 II 2,0 TFSi QUATTRO STRONIC;252;1599;1500;;2016-01-01;402800
4028001;A5 II CABRIOLET 2,0 TFSi QUATTRO STRONIC;252;1784;1710;;2016-01-01;402800
4029000;A4 ALLROAD 3,0 Tdi QUATTRO STRONIC;218;1830;1690;;2017-01-01;402900
4029001;A4 AVANT 3,0 TDI QUATTRO;240;1790;1735;;2010-01-01;402900
4029002;A4 B5 1,8T;150;1275;1235;;1996-01-01;402900
4029003;A4 B5 2,8 PACK PLUS;193;1363;1285;;1998-01-01;402900
4030000;A3 1,8T;150;1213;1145;;2002-01-01;403000
4030001;A3 2,0 TFSi SPORTBACK;200;1485;1410;;2010-01-01;403000
4030002;A3 2,0L TFSI SPORTBACK S-LINE;190;1432;1315;;2018-01-01;403000
4030003;A3 E-TRON SPORTBACK 1,4 TFSi;204;1616;1530;;2014-01-01;403000
4031000;A1 1,4 TFSI SLINE BA;185;1235;1190;;2014-01-01;403100
4031001;A1 QUATTRO LIMITED ED. 2,0 TFSI 3P;256;1434;1390;;2012-01-01;403100
4031002;A1 SPORTBACK 1,4 TFSI SLINE BVM;122;1220;1125;;2014-01-01;403100
4031003;A1 SPORTBACK 1,4 TFSi ATTRACTION STRONIC;125;1190;1140;;2015-01-01;403100
4032000;90 20V 5CYL 2,3L;170;1235;1200;;1989-01-01;403200
4032001;90 5CYL 2,2L;136;1100;1060;TRACTION;1984-01-01;403200
4032002;90 QUATTRO 5CYL 2,2L;136;1250;1200;;1984-01-01;403200
4033000;80 COUPE V6 2,6E;150;1346;1325;;1993-01-01;403300
4033001;80 QUATTRO 2,0 16V;137;1265;1270;;1990-01-01;403300
4033002;80 QUATTRO 5CYL 2,2;136;1202;1190;;1983-01-01;403300
4034000;200 TURBO;182;1326;1300;;1983-01-01;403400
4034001;200 TURBO QUATTRO 2,1L;182;1465;1450;;1985-01-01;403400
6000;XSARA VTS 2,0i;167;1214;1190;;2004-01-01;600
601000;VISA;2;841;850;;1982-01-01;60100
601001;VISA GT;80;822;815;;1983-01-01;60100
601002;VISA GTI 1,6L;105;885;830;;1985-01-01;60100
602000;XANTIA V6 3,0 ACTIVA;194;1483;1451;;1998-01-01;60200
602001;XM V6 3,0;170;1494;1420;;1991-01-01;60200
603000;SAXO 1,6 16V VTS;120;978;980;;2002-01-01;60300
603001;SAXO 1,6 VTS;90;961;905;;1998-01-01;60300
604000;CX GTI;138;1370;1375;;1980-01-01;60400
604001;CX GTI TURBO 2;168;1392;1385;;1988-01-01;60400
605000;C6 V6 2,7L HDI BVA;208;1940;1871;;2006-01-01;60500
605001;C6 V6 3,0L BVA;215;1862;1816;;2006-01-01;60500
606000;C5 MK1 3,0 V6 EXCLUSIVE;210;1558;1480;;2002-01-01;60600
606001;C5 MK1 PH2 2,2 Hdi;173;1595;1501;;2006-01-01;60600
606002;C5 MK1 PH2 3,0 V6;210;1592;1514;;2005-01-01;60600
606003;C5 MK1 PH2 3,0 V6;210;1657;1544;;2006-01-01;60600
606004;C5 MK2 2,2 HDI EXCL+;204;1768;1665;;2014-01-01;60600
606005;C5 MK2 2,2 Hdi TOURER;173;1765;1690;;2008-01-01;60600
606006;C5 MK2 CROSSTOURER 2,2 HDI;204;1818;1767;;2014-01-01;60600
606007;C5 MK2 V6 3,0 HDI TOURER;240;1870;1763;;2010-01-01;60600
606008;C5 MK2 V6 Hdi BERLINE BVA;204;1849;1766;;2008-01-01;60600
607000;C4 COUPE VTS;180;1360;1278;;2005-01-01;60700
607001;C4 MK2 THP 155 EXCLUSIVE;156;1360;1275;;2014-01-01;60700
608000;C2 VTS 1,6 16V;125;1091;1045;;2010-01-01;60800
609000;BX 19 Gti;125;1035;1025;;1988-01-01;60900
609001;BX 4TC 2,2L;200;1400;1280;;1985-01-01;60900
609002;BX GTI 16 1,9;160;1079;1070;;1988-01-01;60900
609003;BX SPORT;126;1023;1010;;1985-01-01;60900
6010000;AX SPORT 1,3L;95;733;715;;1987-01-01;601000
7000;DS5 1,6 THP;200;1580;1355;;2014-01-01;700
7001;DS5 2,0 BLUE HDI 180 BVA SPORT CHIC;0;1686;1540;;2014-01-01;700
7002;DS5 HYBRIDE4 2,0 HDI;200;1835;1660;;2014-01-01;700
701000;DS4 CROSSBACK 2,0 BlueHDi EAT6;180;1508;1420;;2015-01-01;70100
701001;DS4 MK2 THP 1,6;210;1412;1313;;2016-01-01;70100
701002;DS4 THP 210 SPORT CHIC;210;1408;1313;;2015-01-01;70100
702000;DS3 1,6 THP SPORT CHIC;165;1200;1140;;2018-01-01;70200
702001;DS3 1,6 VTI;120;1169;1000;;2011-01-01;70200
702002;DS3 CAB THP 155;0;1230;1120;;2013-01-01;70200
702003;DS3 CABRIO RACING;207;1216;1115;;2014-01-01;70200
702004;DS3 MK2 RACING;202;1200;1090;;2015-01-01;70200
702005;DS3 PERFORMANCE;208;1205;1175;;2016-01-01;70200
702006;DS3 RACING;202;1202;1090;;2011-01-01;70200
702007;DS3 THP;150;1181;1090;;2011-01-01;70200
702008;DS3 THP 155 SPORT CHIC;0;1173;1090;;2014-01-01;70200
8000;SportKA 1,6L;95;998;934;;2004-01-01;800
801000;SMAX 2,2 TDCI;200;1859;1733;;2014-01-01;80100
801001;SMAX 2,5T;220;1767;1681;;2006-01-01;80100
802000;SIERRA COSWORTH 4 PORTES;204;1252;1245;;1988-01-01;80200
802001;SIERRA COSWORTH 4x4;220;1328;1300;;1990-01-01;80200
802002;SIERRA RS COSWORTH;204;1223;1240;PROPULSION;1986-01-01;80200
802003;SIERRA XR4i;150;1229;1205;;1984-01-01;80200
803000;PUMA 1,4 16V;90;1049;1034;;1999-01-01;80300
803001;PUMA 1,7;125;1058;1039;;2001-01-01;80300
804000;PROBE 2,0 16V;115;1253;1220;;1997-01-01;80400
804001;PROBE 2,5 24V;170;1307;1280;;1997-01-01;80400
805000;MUSTANG 2,3L ECOBOOST;314;1666;1600;;2015-01-01;80500
805001;MUSTANG 2,3L ECOBOOST;290;1676;1662;19"";2018-01-01;80500
805002;MUSTANG BOSS 302 LAGUNA SECA V8 5,0L;450;1652;1653;;2012-01-01;80500
805003;MUSTANG BULLITT V8;460;1759;1743;;2018-01-01;80500
805004;MUSTANG CABRIOLET 2,3L ECOBOOST;290;1760;1728;;2018-01-01;80500
805005;MUSTANG CABRIOLET V8;450;1843;1818;;2018-01-01;80500
805006;MUSTANG COUPE V8 4,7L 289Ci;225;1318;1165;;1965-01-01;80500
805007;MUSTANG GT 4,6 V8 BVA;300;1605;1582;;2004-01-01;80500
805008;MUSTANG GT 5,0L;421;1729;1720;;2015-01-01;80500
805009;MUSTANG GT 5,0L;421;1744;1732;;2015-01-01;80500
8050010;MUSTANG GT CABRIOLET 4,6 V8 BVM;300;1671;1641;;2005-01-01;80500
8050011;MUSTANG GT V8 5,0;418;1664;1660;;2010-01-01;80500
8050012;MUSTANG SHELBY GT350 5,2L;533;1718;1705;;2017-01-01;80500
8050013;MUSTANG SHELBY GT500;507;1807;1778;;2008-01-01;80500
8050014;MUSTANG SHELBY GT500;547;1789;1782;;2011-01-01;80500
8050015;MUSTANG SHELBY GT500;671;1773;1747;;2013-01-01;80500
806000;MONDEO MK1 ST200 V6;205;1375;1340;;1999-01-01;80600
806001;MONDEO MK1 V6 2,5;170;1436;1385;;1998-01-01;80600
